date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:18	120/120	---M-Z	200	added ('OK')	text/plain	date:Fri,%2029%20Dec%202023%2018:03:17%20GMT	https://web.hubofinnovators.com/robots.txt		(from )
20:03:20	503526/503526	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Dec%202023%2018:03:18%20GMT	https://web.hubofinnovators.com/	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/index.html	(from )
20:03:21	137/137	---M--	200	added ('OK')	text/css	etag:%2289-655776d5-11723a5cf0147c36;;;%22	https://web.hubofinnovators.com/wp-content/themes/jupiterx-child/assets/css/style.css?ver=6.4.2	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/wp-content/themes/jupiterx-child/assets/css/style1e39.css	(from https://web.hubofinnovators.com/)
20:03:22	840/840	---M-Z	200	added ('OK')	application/rss+xml	etag:%22cc8935e048cebc8a2c714fb805120d16%22	https://web.hubofinnovators.com/feed/	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/feed/index.html	(from https://web.hubofinnovators.com/)
20:03:22	734/734	---M-Z	200	added ('OK')	application/rss+xml	etag:%22cc8935e048cebc8a2c714fb805120d16%22	https://web.hubofinnovators.com/comments/feed/	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/comments/feed/index.html	(from https://web.hubofinnovators.com/)
20:03:23	73126/73126	---M-Z	200	added ('OK')	text/css	etag:%2211da6-65587363-1da26e9d4d25d4d9;gz%22	https://web.hubofinnovators.com/wp-content/plugins/jet-engine/assets/css/frontend.css?ver=3.2.6	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/wp-content/plugins/jet-engine/assets/css/frontendc169.css	(from https://web.hubofinnovators.com/)
20:03:23	24973/24973	---M-Z	200	added ('OK')	text/css	etag:%22618d-657e12e2-20e07741213a3795;gz%22	https://web.hubofinnovators.com/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.1.81703349723	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/wp-content/plugins/chaty/css/chaty-front.minf80a.css	(from https://web.hubofinnovators.com/)
20:03:23	17572/17572	---M-Z	200	added ('OK')	text/css	etag:%2244a4-65577c37-a94904cc57d2ecd;gz%22	https://web.hubofinnovators.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.3.0	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout9662.css	(from https://web.hubofinnovators.com/)
20:03:23	7043/7043	---M-Z	200	added ('OK')	text/css	etag:%221b83-65577c37-75b7da1d673a4edf;gz%22	https://web.hubofinnovators.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.3.0	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen9662.css	(from https://web.hubofinnovators.com/)
20:03:23	72131/72131	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2029%20Dec%202023%2018:03:22%20GMT	https://web.hubofinnovators.com/ar/%d8%a7%d9%84%d8%b5%d9%81%d8%ad%d8%a9-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/	C:/My%20Web%20Sites/Cramy-final-server%20uploaded/web.hubofinnovators.com/ar/%d8%a7%d9%84%d8%b5%d9%81%d8%ad%d8%a9-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/index.html	(from https://web.hubofinnovators.com/)
